"state","placefp14","sduni14","stab","placefp","placenm","placenm14","uschlnm14","intptlon","intptlat","pop10","afact","AFACT2"
"36","39309","18270","NY"," "," ","Kensington village, NY","Manhasset Union Free School District",-73.711277,40.794069,4,0.003445,0.000247 
"36","39694","12510","NY"," "," ","Kings Point village, NY","Great Neck Union Free School District",-73.741672,40.815036,5034,1,0.112921 
"36","40937","12510","NY"," "," ","Lake Success village, NY","Great Neck Union Free School District",-73.714091,40.769018,2934,1,0.065814 
"36","41003","14130","NY"," "," ","Lakeview CDP, NY","Hempstead Union Free School District",-73.634248,40.686629,15,0.002671,0.000339 
"36","41003","18210","NY"," "," ","Lakeview CDP, NY","Malverne Union Free School District",-73.655571,40.675003,5335,0.950133,0.35803 
"36","41003","30660","NY"," "," ","Lakeview CDP, NY","West Hempstead Union Free School District",-73.654251,40.682619,265,0.047195,0.015483 
"36","41432","17700","NY"," "," ","Lattingtown village, NY","Locust Valley Central School District",-73.594347,40.890386,1739,1,0.111332 
"36","41487","08010","NY"," "," ","Laurel Hollow village, NY","Cold Spring Harbor Central School District",-73.475058,40.852405,1772,0.907787,0.927263 
"36","41487","22290","NY"," "," ","Laurel Hollow village, NY","Oyster Bay-East Norwich Central School District",-73.488405,40.862513,180,0.092213,0.013629 
"36","41553","16830","NY"," "," ","Lawrence village, NY","Lawrence Union Free School District",-73.729136,40.611968,6483,1,0.182158 
"36","42081","09840","NY"," "," ","Levittown CDP, NY","East Meadow Union Free School District",-73.540406,40.738634,1877,0.036179,0.036025 
"36","42081","15510","NY"," "," ","Levittown CDP, NY","Island Trees Union Free School District",-73.50016,40.729284,15424,0.297296,1 
"36","42081","17160","NY"," "," ","Levittown CDP, NY","Levittown Union Free School District",-73.516667,40.721733,34580,0.666525,0.743017 
"36","42279","17730","NY"," "," ","Lido Beach CDP, NY","Long Beach City School District",-73.623255,40.589493,2897,1,0.074945 
"36","43192","17700","NY"," "," ","Locust Valley CDP, NY","Locust Valley Central School District",-73.595143,40.87761,3406,1,0.218054 
"36","43335","17730","NY"," "," ","Long Beach city, NY","Long Beach City School District",-73.664616,40.587546,33275,1,0.86082 
"36","43874"," ","NY"," "," ","Lynbrook village, NY","36",-73.686982,40.653929,1262,0.064961,0.005084 
"36","43874","09960","NY"," "," ","Lynbrook village, NY","East Rockaway Union Free School District",-73.660336,40.654218,1233,0.063468,0.126241 
"36","43874","17910","NY"," "," ","Lynbrook village, NY","Lynbrook Union Free School District",-73.676428,40.656772,12741,0.655839,0.723632 
"36","43874","18210","NY"," "," ","Lynbrook village, NY","Malverne Union Free School District",-73.665836,40.66341,3929,0.202244,0.263674 
"36","43874","31710","NY"," "," ","Lynbrook village, NY","Hewlett-Woodmere Union Free School District",-73.687573,40.649589,262,0.013486,0.012871 
"36","44787"," ","NY"," "," ","Malverne village, NY","36",-73.678626,40.675849,3994,0.46911,0.016089 
"36","44787","18210","NY"," "," ","Malverne village, NY","Malverne Union Free School District",-73.668059,40.673405,4520,0.53089,0.303335 
"36","44792","18210","NY"," "," ","Malverne Park Oaks CDP, NY","Malverne Union Free School District",-73.66538,40.680452,324,0.641584,0.021744 
"36","44792","30660","NY"," "," ","Malverne Park Oaks CDP, NY","West Hempstead Union Free School District",-73.659789,40.681977,181,0.358416,0.010575 
"36","44897","12510","NY"," "," ","Manhasset CDP, NY","Great Neck Union Free School District",-73.706745,40.78007,933,0.11547,0.020929 
"36","44897","18270","NY"," "," ","Manhasset CDP, NY","Manhasset Union Free School District",-73.692965,40.792739,7147,0.88453,0.442101 
"36","44908","12510","NY"," "," ","Manhasset Hills CDP, NY","Great Neck Union Free School District",-73.68815,40.760851,291,0.081013,0.006528 
"36","44908","14280","NY"," "," ","Manhasset Hills CDP, NY","Herricks Union Free School District",-73.678972,40.759003,3301,0.918986,0.133774 
"36","45106","23580","NY"," "," ","Manorhaven village, NY","Port Washington Union Free School District",-73.714496,40.841843,6556,1,0.211001 
"36","45986","18630","NY"," "," ","Massapequa CDP, NY","Massapequa Union Free School District",-73.471141,40.667736,20264,0.934471,0.429823 
"36","45986","23190","NY"," "," ","Massapequa CDP, NY","Plainedge Union Free School District",-73.472389,40.690192,1421,0.065529,0.073841 
"36","45997","10980","NY"," "," ","Massapequa Park village, NY","Farmingdale Union Free School District",-73.445924,40.701077,1832,0.107714,0.052766 
"36","45997","18630","NY"," "," ","Massapequa Park village, NY","Massapequa Union Free School District",-73.449752,40.681667,15176,0.892286,0.3219 
"36","46107","17700","NY"," "," ","Matinecock village, NY","Locust Valley Central School District",-73.584387,40.866499,810,1,0.051857 
"36","46668"," ","NY"," "," ","Merrick CDP, NY","36",-73.552029,40.658662,22097,1,0.089014 
"36","47405","17700","NY"," "," ","Mill Neck village, NY","Locust Valley Central School District",-73.566167,40.881011,266,0.2668,0.017029 
"36","47405","22290","NY"," "," ","Mill Neck village, NY","Oyster Bay-East Norwich Central School District",-73.55052,40.886168,731,0.7332,0.055349 
"36","47636","06540","NY"," "," ","Mineola village, NY","Carle Place Union Free School District",-73.62311,40.746582,874,0.046492,0.092821 
"36","47636","10050","NY"," "," ","Mineola village, NY","East Williston Union Free School District",-73.629151,40.755335,1513,0.080483,0.17127 
"36","47636","19500","NY"," "," ","Mineola village, NY","Mineola Union Free School District",-73.641395,40.746331,16412,0.873025,0.697522 
"36","49231","18270","NY"," "," ","Munsey Park village, NY","Manhasset Union Free School District",-73.681637,40.799119,2693,1,0.166584 
"36","49330","15810","NY"," "," ","Muttontown village, NY","Jericho Union Free School District",-73.534979,40.813145,796,0.227624,0.045884 
"36","49330","17700","NY"," "," ","Muttontown village, NY","Locust Valley Central School District",-73.55968,40.832232,488,0.139548,0.031242 
"36","49330","22290","NY"," "," ","Muttontown village, NY","Oyster Bay-East Norwich Central School District",-73.53551,40.834902,538,0.153846,0.040736 
"36","49330","28560","NY"," "," ","Muttontown village, NY","Syosset Central School District",-73.519448,40.817435,1675,0.478982,0.048977 
"36","50067","30960","NY"," "," ","New Cassel CDP, NY","Westbury Union Free School District",-73.568048,40.760152,14059,1,0.534685 
"36","50397"," ","NY"," "," ","New Hyde Park village, NY","36",-73.686197,40.732446,9712,1,0.039123 
"36","51517"," ","NY"," "," ","North Bellmore CDP, NY","36",-73.53851,40.69006,19941,1,0.080329 
"36","53022","12510","NY"," "," ","North Hills village, NY","Great Neck Union Free School District",-73.690614,40.767345,181,0.035665,0.00406 
"36","53022","14280","NY"," "," ","North Hills village, NY","Herricks Union Free School District",-73.675609,40.770113,2709,0.533793,0.109783 
"36","53022","18270","NY"," "," ","North Hills village, NY","Manhasset Union Free School District",-73.674263,40.783869,1820,0.358621,0.112582 
"36","53022","25050","NY"," "," ","North Hills village, NY","Roslyn Union Free School District",-73.658571,40.786166,365,0.071921,0.020935 
"36","53231","18210","NY"," "," ","North Lynbrook CDP, NY","Malverne Union Free School District",-73.673792,40.668761,793,1,0.053218 
"36","53253","10980","NY"," "," ","North Massapequa CDP, NY","Farmingdale Union Free School District",-73.461781,40.706836,5900,0.329867,0.169936 
"36","53253","18630","NY"," "," ","North Massapequa CDP, NY","Massapequa Union Free School District",-73.460674,40.694015,606,0.033881,0.012854 
"36","53253","23190","NY"," "," ","North Massapequa CDP, NY","Plainedge Union Free School District",-73.47431,40.704225,11380,0.636251,0.591353 
"36","53264"," ","NY"," "," ","North Merrick CDP, NY","36",-73.560345,40.686551,12272,1,0.049436 
"36","53275"," ","NY"," "," ","North New Hyde Park CDP, NY","36",-73.687103,40.743462,11527,0.773676,0.046435 
"36","53275","12510","NY"," "," ","North New Hyde Park CDP, NY","Great Neck Union Free School District",-73.696678,40.747721,3238,0.21733,0.072633 
"36","53275","14280","NY"," "," ","North New Hyde Park CDP, NY","Herricks Union Free School District",-73.677051,40.753418,134,0.008994,0.00543 
"36","53748"," ","NY"," "," ","North Valley Stream CDP, NY","36",-73.710147,40.684015,16628,1,0.066983 
"36","53792","17160","NY"," "," ","North Wantagh CDP, NY","Levittown Union Free School District",-73.507745,40.697963,11960,1,0.256983 
"36","54441","09960","NY"," "," ","Oceanside CDP, NY","East Rockaway Union Free School District",-73.657963,40.642419,6,0.000187,0.000614 
"36","54441","21570","NY"," "," ","Oceanside CDP, NY","Oceanside Union Free School District",-73.636747,40.636692,32103,0.999813,0.871251 
"36","54551","04740","NY"," "," ","Old Bethpage CDP, NY","Bethpage Union Free School District",-73.466495,40.761308,324,0.058664,0.016905 
"36","54551","10980","NY"," "," ","Old Bethpage CDP, NY","Farmingdale Union Free School District",-73.439724,40.739414,394,0.071338,0.011348 
"36","54551","23220","NY"," "," ","Old Bethpage CDP, NY","Plainview-Old Bethpage Central School District",-73.456119,40.76495,4805,0.869998,0.167562 
"36","54562","17700","NY"," "," ","Old Brookville village, NY","Locust Valley Central School District",-73.585786,40.84063,124,0.058107,0.007939 
"36","54562","26370","NY"," "," ","Old Brookville village, NY","North Shore Central School District",-73.606849,40.831572,2010,0.941893,0.123056 
"36","54705","10050","NY"," "," ","Old Westbury village, NY","East Williston Union Free School District",-73.614936,40.77677,1619,0.346606,0.183269 
"36","54705","15810","NY"," "," ","Old Westbury village, NY","Jericho Union Free School District",-73.579541,40.796714,2402,0.514236,0.13846 
"36","54705","25050","NY"," "," ","Old Westbury village, NY","Roslyn Union Free School District",-73.618056,40.798361,15,0.003211,0.00086 
"36","54705","30960","NY"," "," ","Old Westbury village, NY","Westbury Union Free School District",-73.589947,40.778111,635,0.135945,0.02415 
"36","55992","22290","NY"," "," ","Oyster Bay CDP, NY","Oyster Bay-East Norwich Central School District",-73.532128,40.865904,6707,1,0.507836 
"36","56011","08010","NY"," "," ","Oyster Bay Cove village, NY","Cold Spring Harbor Central School District",-73.489392,40.848326,139,0.063268,0.072737 
"36","56011","22290","NY"," "," ","Oyster Bay Cove village, NY","Oyster Bay-East Norwich Central School District",-73.504912,40.863743,1200,0.546199,0.090861 
"36","56011","28560","NY"," "," ","Oyster Bay Cove village, NY","Syosset Central School District",-73.505185,40.843789,858,0.390532,0.025088 
"36","58409","10980","NY"," "," ","Plainedge CDP, NY","Farmingdale Union Free School District",-73.468016,40.724183,2374,0.269253,0.068377 
"36","58409","23190","NY"," "," ","Plainedge CDP, NY","Plainedge Union Free School District",-73.48104,40.72332,6443,0.730747,0.334805 
"36","58442","04740","NY"," "," ","Plainview CDP, NY","Bethpage Union Free School District",-73.476597,40.765478,1786,0.068124,0.093186 
"36","58442","23220","NY"," "," ","Plainview CDP, NY","Plainview-Old Bethpage Central School District",-73.480202,40.780939,23828,0.908875,0.830938 
"36","58442","28560","NY"," "," ","Plainview CDP, NY","Syosset Central School District",-73.481493,40.794791,603,0.023,0.017632 
"36","58475","18270","NY"," "," ","Plandome village, NY","Manhasset Union Free School District",-73.699547,40.806585,1349,1,0.083447 
"36","58486","18270","NY"," "," ","Plandome Heights village, NY","Manhasset Union Free School District",-73.704267,40.802198,1005,1,0.062167 
"36","58497","18270","NY"," "," ","Plandome Manor village, NY","Manhasset Union Free School District",-73.701503,40.814448,663,0.760321,0.041012 
"36","58497","23580","NY"," "," ","Plandome Manor village, NY","Port Washington Union Free School District",-73.691469,40.811054,209,0.239679,0.006727 
"36","58849","17730","NY"," "," ","Point Lookout CDP, NY","Long Beach City School District",-73.58017,40.590234,1219,1,0.031535 
"36","59520","23580","NY"," "," ","Port Washington CDP, NY","Port Washington Union Free School District",-73.688066,40.830406,15846,1,0.509993 
"36","59531","23580","NY"," "," ","Port Washington North village, NY","Port Washington Union Free School District",-73.702179,40.844918,3154,1,0.101509 
"36","63264","03840","NY"," "," ","Rockville Centre village, NY","Baldwin Union Free School District",-73.62015,40.663617,431,0.017941,0.013125 
"36","63264","09960","NY"," "," ","Rockville Centre village, NY","East Rockaway Union Free School District",-73.65559,40.655235,26,0.001082,0.002662 
"36","63264","21570","NY"," "," ","Rockville Centre village, NY","Oceanside Union Free School District",-73.63648,40.65366,4377,0.1822,0.118788 
"36","63264","24780","NY"," "," ","Rockville Centre village, NY","Rockville Centre Union Free School District",-73.638177,40.665306,19189,0.798776,0.873736 
"36","63506","03840","NY"," "," ","Roosevelt CDP, NY","Baldwin Union Free School District",-73.597551,40.673874,205,0.012609,0.006243 
"36","63506","11550","NY"," "," ","Roosevelt CDP, NY","Freeport Union Free School District",-73.574135,40.668655,557,0.03426,0.013936 
"36","63506","24990","NY"," "," ","Roosevelt CDP, NY","Roosevelt Union Free School District",-73.585727,40.680055,15496,0.953131,0.879156 
"36","63770","25050","NY"," "," ","Roslyn village, NY","Roslyn Union Free School District",-73.648695,40.796908,2770,1,0.158876 
"36","63792","25050","NY"," "," ","Roslyn Estates village, NY","Roslyn Union Free School District",-73.661146,40.793318,1251,1,0.071752 
"36","63803","25050","NY"," "," ","Roslyn Harbor village, NY","Roslyn Union Free School District",-73.637221,40.812034,516,0.490961,0.029596 
"36","63803","26370","NY"," "," ","Roslyn Harbor village, NY","North Shore Central School District",-73.637371,40.821203,535,0.509039,0.032754 
"36","63814","10050","NY"," "," ","Roslyn Heights CDP, NY","East Williston Union Free School District",-73.634538,40.773301,2742,0.416907,0.310392 
"36","63814","14280","NY"," "," ","Roslyn Heights CDP, NY","Herricks Union Free School District",-73.654255,40.782736,364,0.055344,0.014751 
"36","63814","25050","NY"," "," ","Roslyn Heights CDP, NY","Roslyn Union Free School District",-73.647173,40.787819,3471,0.527748,0.199082 
"36","64232","12510","NY"," "," ","Russell Gardens village, NY","Great Neck Union Free School District",-73.724774,40.781528,945,1,0.021198 
"36","64430","12510","NY"," "," ","Saddle Rock village, NY","Great Neck Union Free School District",-73.749638,40.794279,830,1,0.018618 
"36","64441","12510","NY"," "," ","Saddle Rock Estates CDP, NY","Great Neck Union Free School District",-73.741617,40.793676,471,1,0.010565 
"36","64842","09840","NY"," "," ","Salisbury CDP, NY","East Meadow Union Free School District",-73.559962,40.745163,12093,1,0.232102 
"36","65035","23580","NY"," "," ","Sands Point village, NY","Port Washington Union Free School District",-73.704395,40.851041,2675,1,0.086093 
"36","66047","26370","NY"," "," ","Sea Cliff village, NY","North Shore Central School District",-73.643599,40.845823,4995,1,0.305804 
"36","66058","26400","NY"," "," ","Seaford CDP, NY","Seaford Union Free School District",-73.49214,40.669467,15294,1,0.941633 
"36","66102","14280","NY"," "," ","Searingtown CDP, NY","Herricks Union Free School District",-73.660097,40.770998,4915,1,0.199181 
"36","69001","10980","NY"," "," ","South Farmingdale CDP, NY","Farmingdale Union Free School District",-73.446409,40.717903,14486,1,0.417235 
"36","69023"," ","NY"," "," ","South Floral Park village, NY","36",-73.700542,40.713503,1764,1,0.007106 
"36","69188","03840","NY"," "," ","South Hempstead CDP, NY","Baldwin Union Free School District",-73.618026,40.680744,101,0.031144,0.003076 
"36","69188","14130","NY"," "," ","South Hempstead CDP, NY","Hempstead Union Free School District",-73.623852,40.68704,36,0.011101,0.000814 
"36","69188","24780","NY"," "," ","South Hempstead CDP, NY","Rockville Centre Union Free School District",-73.622571,40.681442,2359,0.727413,0.107413 
"36","69188","29280","NY"," "," ","South Hempstead CDP, NY","Uniondale Union Free School District",-73.617175,40.683769,747,0.230342,0.01777 
"36","69892"," ","NY"," "," ","South Valley Stream CDP, NY","36",-73.717178,40.656839,4508,0.756122,0.01816 
"36","69892","16830","NY"," "," ","South Valley Stream CDP, NY","Lawrence Union Free School District",-73.724806,40.645473,55,0.009225,0.001545 
"36","69892","31710","NY"," "," ","South Valley Stream CDP, NY","Hewlett-Woodmere Union Free School District",-73.720029,40.649188,1399,0.234653,0.068727 
"36","71267"," ","NY"," "," ","Stewart Manor village, NY","36",-73.685427,40.719928,1896,1,0.007638 
"36","72554","22290","NY"," "," ","Syosset CDP, NY","Oyster Bay-East Norwich Central School District",-73.523423,40.841138,18,0.000956,0.001363 
"36","72554","28560","NY"," "," ","Syosset CDP, NY","Syosset Central School District",-73.500771,40.813278,18811,0.999044,0.550029 
"36","73605","12510","NY"," "," ","Thomaston village, NY","Great Neck Union Free School District",-73.715957,40.786786,2585,0.987772,0.057986 
"36","73605","18270","NY"," "," ","Thomaston village, NY","Manhasset Union Free School District",-73.709167,40.785695,32,0.012228,0.001979 
"36","76089","29280","NY"," "," ","Uniondale CDP, NY","Uniondale Union Free School District",-73.591916,40.701988,24759,1,0.588995 
"36","76287","12510","NY"," "," ","University Gardens CDP, NY","Great Neck Union Free School District",-73.729337,40.774218,4226,1,0.094796 
"36","76331","15810","NY"," "," ","Upper Brookville village, NY","Jericho Union Free School District",-73.578761,40.820206,32,0.018846,0.001845 
"36","76331","17700","NY"," "," ","Upper Brookville village, NY","Locust Valley Central School District",-73.573029,40.838239,1231,0.72497,0.078809 
"36","76331","22290","NY"," "," ","Upper Brookville village, NY","Oyster Bay-East Norwich Central School District",-73.544965,40.858107,428,0.252061,0.032407 
"36","76331","26370","NY"," "," ","Upper Brookville village, NY","North Shore Central School District",-73.58788,40.833162,7,0.004122,0.000429 
"36","76705"," ","NY"," "," ","Valley Stream village, NY","36",-73.704786,40.666434,34316,0.914825,0.138237 
"36","76705","17910","NY"," "," ","Valley Stream village, NY","Lynbrook Union Free School District",-73.689686,40.663211,4,0.000107,0.000227 
"36","76705","31710","NY"," "," ","Valley Stream village, NY","Hewlett-Woodmere Union Free School District",-73.703687,40.647914,3191,0.085068,0.15676 
"36","78146"," ","NY"," "," ","Wantagh CDP, NY","36",-73.523744,40.679043,115,0.006094,0.000463 
"36","78146","26400","NY"," "," ","Wantagh CDP, NY","Seaford Union Free School District",-73.504446,40.66757,948,0.050236,0.058367 
"36","78146","29850","NY"," "," ","Wantagh CDP, NY","Wantagh Union Free School District",-73.510119,40.675929,17808,0.94367,1 
"36","79444","06540","NY"," "," ","Westbury village, NY","Carle Place Union Free School District",-73.601845,40.75385,3561,0.236769,0.378186 
"36","79444","30960","NY"," "," ","Westbury village, NY","Westbury Union Free School District",-73.584665,40.760423,11479,0.763231,0.436563 
"36","80225"," ","NY"," "," ","West Hempstead CDP, NY","36",-73.662423,40.698906,2158,0.11441,0.008693 
"36","80225","14130","NY"," "," ","West Hempstead CDP, NY","Hempstead Union Free School District",-73.637405,40.702892,137,0.007263,0.003099 
"36","80225","30660","NY"," "," ","West Hempstead CDP, NY","West Hempstead Union Free School District",-73.651565,40.696409,16567,0.878326,0.967925 
"36","82117","14280","NY"," "," ","Williston Park village, NY","Herricks Union Free School District",-73.649823,40.759554,3166,0.434472,0.128303 
"36","82117","19500","NY"," "," ","Williston Park village, NY","Mineola Union Free School District",-73.644319,40.758741,4121,0.565527,0.175146 
"36","82744","28560","NY"," "," ","Woodbury CDP, NY","Syosset Central School District",-73.471045,40.815429,8907,1,0.260438 
"36","82942","16830","NY"," "," ","Woodmere CDP, NY","Lawrence Union Free School District",-73.7248,40.6368,9791,0.57187,0.275105 
"36","82942","31710","NY"," "," ","Woodmere CDP, NY","Hewlett-Woodmere Union Free School District",-73.710864,40.637141,7330,0.428129,0.36009 
"36","82986","16830","NY"," "," ","Woodsburgh village, NY","Lawrence Union Free School District",-73.712128,40.625471,201,0.258355,0.005648 
"36","82986","31710","NY"," "," ","Woodsburgh village, NY","Hewlett-Woodmere Union Free School District",-73.70708,40.623738,577,0.741645,0.028345 
"36","99999","12510","NY"," "," "," ","Great Neck Union Free School District",-73.725747,40.789092,536,0.511939,0.012023 
"36","99999","15810","NY"," "," "," ","Jericho Union Free School District",-73.550035,40.798465,4,0.00382,0.000231 
"36","99999","17700","NY"," "," "," ","Locust Valley Central School District",-73.582456,40.903274,401,0.382999,0.025672 
"36","99999","30960","NY"," "," "," ","Westbury Union Free School District",-73.568664,40.776674,106,0.101242,0.004031 
